Name,Type,State,City,Zip,Region,isPublic,Institution_Control,Photo,Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
University of Mount Olive,regional-universities-south,NC,Mount Olive,28365,south,True,private,N/A,82,N/A,N/A,75,N/A,N/A,N/A,N/A,1937,N/A,N/A,N/A,N/A,N/A,"University of Mount Olive is a private institution that was founded in 1951. It has a total undergraduate enrollment of 1,937 (fall 2023), its setting is rural, and the campus size is 138 acres. It utilizes a semester-based academic calendar. University of Mount Olive's ranking in the 2025 edition of Best Colleges is Regional Universities South, #82. "
University of Mount Saint Vincent,regional-colleges-north,NY,Bronx,10471,north,True,private,https://www.usnews.com/dims4/USNEWS/05f40c8/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F36%2F644b6d04eff3e5098177cdf72f3074%2Fcollege-photo_35968.jpg,10,25,52,85,42740,3.3,N/A,N/A,2398,N/A,920,51615.0,920-1200,25,"University of Mount Saint Vincent is a private institution that was founded in 1847. It has a total undergraduate enrollment of 2,398 (fall 2023), and the campus size is 70 acres. It utilizes a semester-based academic calendar. University of Mount Saint Vincent's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #10. Its tuition and fees are $42,740."
University of Mount Union,regional-universities-midwest,OH,Alliance,44601,midwest,True,private,https://www.usnews.com/dims4/USNEWS/4c195e4/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F41%2Fa6861680434d0fb0417114fe380f7a%2Fcollege-photo_13672.jpg,24,18,74,80,36600,3.5,2.0,N/A,1928,N/A,960,25488.0,960-1200,18-25,"University of Mount Union is a private institution that was founded in 1846. It has a total undergraduate enrollment of 1,928 (fall 2023), and the campus size is 123 acres.  University of Mount Union's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #24. Its tuition and fees are $36,600."
University of Nebraska at Kearney,regional-universities-midwest,NE,Kearney,68849,midwest,True,public,https://www.usnews.com/dims4/USNEWS/4675514/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F58%2Fc7206e4c56bfc2fe92f766de947c6b%2F1_G5I1375_Nester_resized.jpg,24,18,47,86,16484,3.5,N/A,N/A,4224,2.2,970,21815.0,970-1150,18-25,"University of Nebraska at Kearney is a public institution that was founded in 1903. It has a total undergraduate enrollment of 4,224 (fall 2023), its setting is city, and the campus size is 501 acres. It utilizes a semester-based academic calendar. University of Nebraska at Kearney's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #24. Its in-state tuition and fees are $8,564; out-of-state tuition and fees are $16,484."
University of Nebraska -- Lincoln,national-universities,NE,Lincoln,68588,N/A,True,public,https://www.usnews.com/dims4/USNEWS/dca0d6e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa8%2Fcb2a25ab453411f161360628588545%2Fcollege-photo_35461.jpg,152,22,38,77,28764,3.6,2.9,N/A,19338,3.4,1090,33495.0,1090-1330,22-28,"University of Nebraska -- Lincoln is a public institution that was founded in 1869. It has a total undergraduate enrollment of 19,338 (fall 2023), its setting is city, and the campus size is 861 acres. It utilizes a semester-based academic calendar. University of Nebraska -- Lincoln's ranking in the 2025 edition of Best Colleges is National Universities, #152. Its in-state tuition and fees are $10,434; out-of-state tuition and fees are $28,764."
University of Nebraska Medical Center,special-focus-research,NE,Omaha,68198,N/A,True,public,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,886,N/A,N/A,N/A,N/A,N/A,University of Nebraska Medical Center is a public institution.    
University of Nebraska Omaha,national-universities,NE,Omaha,68182,N/A,True,public,https://www.usnews.com/dims4/USNEWS/e191404/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F72%2F7f%2Fc95fcf9b439eb6307f96e9ffc75b%2F20240606-campussunrise-15.jpeg,296,18,N/A,87,21718,3.5,N/A,N/A,11859,2.8,N/A,N/A,N/A,18-26,"University of Nebraska Omaha is a public institution that was founded in 1908. It has a total undergraduate enrollment of 11,859 (fall 2023), its setting is urban, and the campus size is 685 acres. It utilizes a semester-based academic calendar. University of Nebraska Omaha's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its in-state tuition and fees are $8,136; out-of-state tuition and fees are $21,718."
University of Nevada--Las Vegas,national-universities,NV,Las Vegas,89154,N/A,True,public,https://www.usnews.com/dims4/USNEWS/6a7352d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F7d%2F9d97b74f7b835966dad6f584b87900%2Fcollege-photo_13482.jpg,244,18,N/A,86,26098,3.4,2.3,N/A,25795,2.8,980,N/A,980-1230,18-24,"University of Nevada--Las Vegas is a public institution that was founded in 1957. It has a total undergraduate enrollment of 25,795 (fall 2023), its setting is urban, and the campus size is 358 acres. It utilizes a semester-based academic calendar. University of Nevada--Las Vegas' ranking in the 2025 edition of Best Colleges is National Universities, #244. Its in-state tuition and fees are $9,142; out-of-state tuition and fees are $26,098."
University of Nevada--Reno,national-universities,NV,Reno,89557,N/A,True,public,https://www.usnews.com/dims4/USNEWS/95f1f80/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbc%2F384233eb0572d4b4cbd9ffde05c7ba%2Fcollege-photo_20610.jpg,204,20,N/A,85,27720,3.4,2.3,N/A,17958,2.5,1070,N/A,1070-1310,20-26,"University of Nevada--Reno is a public institution that was founded in 1874. It has a total undergraduate enrollment of 17,958 (fall 2023), and the campus size is 200 acres.  University of Nevada--Reno's ranking in the 2025 edition of Best Colleges is National Universities, #204. Its in-state tuition and fees are $9,578; out-of-state tuition and fees are $27,720."
University of New England,national-universities,ME,Biddeford,04005,N/A,True,private,https://www.usnews.com/dims4/USNEWS/5ed6b6d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc2%2Fb90298b800c88f112fd9a6c0170a95%2Fcollege-photo_21010.jpg,296,N/A,N/A,92,44210,3.5,N/A,N/A,3863,N/A,N/A,N/A,N/A,N/A,"University of New England is a private institution that was founded in 1831. It has a total undergraduate enrollment of 3,863 (fall 2023), its setting is suburban, and the campus size is 540 acres. It utilizes a semester-based academic calendar. University of New England's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its tuition and fees are $44,210."
University of New Hampshire,national-universities,NH,Durham,03824,N/A,True,public,https://www.usnews.com/dims4/USNEWS/572bdaf/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fde%2F9b3ac6e109f791ca921b8ea352543b%2Fcollege-photo_27971.jpg,109,26,62,87,39852,3.6,2.4,N/A,11387,2.9,1120,36503.0,1120-1320,26-31,"University of New Hampshire is a public institution that was founded in 1866. It has a total undergraduate enrollment of 11,387 (fall 2023), its setting is suburban, and the campus size is 2,600 acres. It utilizes a semester-based academic calendar. University of New Hampshire's ranking in the 2025 edition of Best Colleges is National Universities, #109. Its in-state tuition and fees are $19,202; out-of-state tuition and fees are $39,852."
University of New Hampshire at Manchester,national-liberal-arts-colleges,NH,Manchester,03102,N/A,True,public,N/A,147,N/A,N/A,85,N/A,N/A,N/A,N/A,524,N/A,1040,N/A,1040-1170,N/A,"University of New Hampshire at Manchester is a public institution.   University of New Hampshire at Manchester's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #147. "
University of New Haven,regional-universities-north,CT,West Haven,06516,north,True,private,https://www.usnews.com/dims4/USNEWS/6ecf12c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F38%2F1b27f736a031fb2b5f7ddc95f4de33%2Fcollege-photo_31606.jpg,91,N/A,N/A,81,47332,3.5,2.8,N/A,4865,2.2,1090,N/A,1090-1260,N/A,"University of New Haven is a private institution that was founded in 1920. It has a total undergraduate enrollment of 4,865 (fall 2023), its setting is suburban, and the campus size is 82 acres. It utilizes a semester-based academic calendar. University of New Haven's ranking in the 2025 edition of Best Colleges is Regional Universities North, #91. Its tuition and fees are $47,332."
University of New Mexico,national-universities,NM,Albuquerque,87131,N/A,True,public,https://www.usnews.com/dims4/USNEWS/7fc4aea/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F03%2F97%2F3b29565a405f9483d6573c12a042%2F2024-usnews-heroimage-1920x760-1.png,231,18,N/A,78,33217,3.4,2.7,N/A,17073,2.8,N/A,N/A,N/A,18-25,"University of New Mexico is a public institution that was founded in 1889. It has a total undergraduate enrollment of 17,073 (fall 2023), its setting is urban, and the campus size is 769 acres. It utilizes a semester-based academic calendar. University of New Mexico's ranking in the 2025 edition of Best Colleges is National Universities, #231. Its in-state tuition and fees are $10,298; out-of-state tuition and fees are $33,217."
University of New Orleans,national-universities,LA,New Orleans,70148,N/A,True,public,https://www.usnews.com/dims4/USNEWS/64da1e0/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9e%2Fa3b2e2aa1d6dc4401429dffb027062%2Fcollege-photo_33589.jpg,-1,17,N/A,67,14190,3.2,< 2.0,N/A,5476,2.4,960,N/A,960-1320,17-23,"University of New Orleans is a public institution that was founded in 1958. It has a total undergraduate enrollment of 5,476 (fall 2023), its setting is urban, and the campus size is 195 acres. It utilizes a semester-based academic calendar. University of New Orleans' ranking in the 2025 edition of Best Colleges is National Universities, #392-434. Its in-state tuition and fees are $9,354; out-of-state tuition and fees are $14,190."
University of North Alabama,regional-universities-south,AL,Florence,35632,south,True,public,N/A,26,20,26,73,23150,3.6,N/A,N/A,7863,2.1,1060,31047.0,1060-1223,20-26,"University of North Alabama is a public institution that was founded in 1830. It has a total undergraduate enrollment of 7,863 (fall 2023), and the campus size is 200 acres. It utilizes a semester-based academic calendar. University of North Alabama's ranking in the 2025 edition of Best Colleges is Regional Universities South, #26. Its in-state tuition and fees are $12,950; out-of-state tuition and fees are $23,150."
University of North Carolina--Asheville,national-liberal-arts-colleges,NC,Asheville,28804,N/A,True,public,https://www.usnews.com/dims4/USNEWS/d323003/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F16%2Fe6fa2da6fcac317e9259d822bcf653%2FSpringCampusPhoto01569_%283%29.jpg,132,22,N/A,94,24849,3.4,2.4,N/A,2907,N/A,1170,N/A,1170-1350,22-29,"University of North Carolina--Asheville is a public institution that was founded in 1927. It has a total undergraduate enrollment of 2,907 (fall 2023), its setting is city, and the campus size is 365 acres. It utilizes a semester-based academic calendar. University of North Carolina--Asheville's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #132. Its in-state tuition and fees are $7,501; out-of-state tuition and fees are $24,849."
University of North Carolina at Charlotte,national-universities,NC,Charlotte,28223,N/A,True,public,https://www.usnews.com/dims4/USNEWS/0711061/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbd%2F63%2F10a894d54007ad45e958ec359733%2F202425-hero-image.jpg,152,21,27,80,22274,3.6,2.4,N/A,23981,3.0,1110,33443.0,1110-1320,21-27,"University of North Carolina at Charlotte is a public institution that was founded in 1946. It has a total undergraduate enrollment of 23,981 (fall 2023), its setting is urban, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. University of North Carolina at Charlotte's ranking in the 2025 edition of Best Colleges is National Universities, #152. Its in-state tuition and fees are $7,020; out-of-state tuition and fees are $22,274."
University of North Carolina--Chapel Hill,national-universities,NC,Chapel Hill,27599,N/A,True,public,https://www.usnews.com/dims4/USNEWS/a5eb89f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc8%2Fc1f072147e28aabbb84a9f0d87d2e3%2Foldwell.JPG,27,30,26,19,41211,N/A,3.1,N/A,20880,4.3,1370,20832.0,1370-1530,30-34,"University of North Carolina--Chapel Hill is a public institution that was founded in 1789. It has a total undergraduate enrollment of 20,880 (fall 2023), its setting is suburban, and the campus size is 729 acres. It utilizes a semester-based academic calendar. University of North Carolina--Chapel Hill's ranking in the 2025 edition of Best Colleges is National Universities, #27. Its in-state tuition and fees are $9,003; out-of-state tuition and fees are $41,211."
University of North Carolina--Greensboro,national-universities,NC,Greensboro,27402,N/A,True,public,https://www.usnews.com/dims4/USNEWS/1868251/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F12%2F0eb548d7adc5526dfe911b42ba1d14%2Fcollege-photo_17858.jpg,196,22,1,90,23340,3.6,N/A,N/A,14156,2.8,1100,32454.0,1100-1280,22-27,"University of North Carolina--Greensboro is a public institution that was founded in 1891. It has a total undergraduate enrollment of 14,156 (fall 2023), its setting is urban, and the campus size is 266 acres. It utilizes a semester-based academic calendar. University of North Carolina--Greensboro's ranking in the 2025 edition of Best Colleges is National Universities, #196. Its in-state tuition and fees are $7,594; out-of-state tuition and fees are $23,340."
University of North Carolina--Pembroke,regional-universities-south,NC,Pembroke,28372,south,True,public,https://www.usnews.com/dims4/USNEWS/f416166/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F77%2F7d%2F8aa6c93e4e2ca9f1e5935132e36b%2F190827university-of-north-carolina-pembroke3.jpg,41,N/A,6,92,7648,3.5,N/A,N/A,5485,2.0,N/A,20843.0,N/A,N/A,"University of North Carolina--Pembroke is a public institution that was founded in 1887. It has a total undergraduate enrollment of 5,485 (fall 2023), its setting is rural, and the campus size is 281 acres. It utilizes a semester-based academic calendar. University of North Carolina--Pembroke's ranking in the 2025 edition of Best Colleges is Regional Universities South, #41. Its in-state tuition and fees are $3,648; out-of-state tuition and fees are $7,648."
University of North Carolina School of the Arts,specialty-arts,NC,Winston-Salem,27127,N/A,True,public,https://www.usnews.com/dims4/USNEWS/ca1c17c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F3c%2F4e854f5a5b97072f38b466f5776ce4%2Fcollege-photo_25973.jpg,-2,N/A,N/A,32,N/A,N/A,N/A,N/A,920,N/A,N/A,N/A,N/A,N/A,"University of North Carolina School of the Arts is a public institution that was founded in 1963. It has a total undergraduate enrollment of 920 (fall 2022), and the campus size is 78 acres.   "
University of North Carolina--Wilmington,national-universities,NC,Wilmington,28403,N/A,True,public,https://www.usnews.com/dims4/USNEWS/029b8e7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F09%2Fe4%2Fbc3f6550447cae20421ea3701d2b%2F210825-submitted.jpg,196,24,6,74,24152,N/A,N/A,N/A,14494,2.5,1220,39343.0,1220-1360,24-28,"University of North Carolina--Wilmington is a public institution that was founded in 1947. It has a total undergraduate enrollment of 14,494 (fall 2023), its setting is urban, and the campus size is 661 acres. It utilizes a semester-based academic calendar. University of North Carolina--Wilmington's ranking in the 2025 edition of Best Colleges is National Universities, #196. Its in-state tuition and fees are $7,277; out-of-state tuition and fees are $24,152."
University of North Dakota,national-universities,ND,Grand Forks,58202,N/A,True,public,https://www.usnews.com/dims4/USNEWS/fa1f970/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F37%2Fc4d07c59cd3dc3484b1b1fd155bf98%2FHERO-190828-first-day-8183.jpg,244,20,N/A,77,15570,3.6,2.0,N/A,10216,2.5,1100,N/A,1100-1290,20-26,"University of North Dakota is a public institution that was founded in 1883. It has a total undergraduate enrollment of 10,216 (fall 2023), its setting is city, and the campus size is 521 acres. It utilizes a semester-based academic calendar. University of North Dakota's ranking in the 2025 edition of Best Colleges is National Universities, #244. Its in-state tuition and fees are $10,951; out-of-state tuition and fees are $15,570."
University of Northern Colorado,national-universities,CO,Greeley,80639,N/A,True,public,https://www.usnews.com/dims4/USNEWS/7d76fa2/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff5%2Ff4%2F124acda243b0aae3ca9278868f35%2Fcentralcampusfall.jpg,352,17,N/A,94,26204,3.5,N/A,N/A,6616,2.3,970,N/A,970-1180,17-26,"University of Northern Colorado is a public institution that was founded in 1890. It has a total undergraduate enrollment of 6,616 (fall 2023), its setting is city, and the campus size is 260 acres. It utilizes a semester-based academic calendar. University of Northern Colorado's ranking in the 2025 edition of Best Colleges is National Universities, #352. Its in-state tuition and fees are $12,010; out-of-state tuition and fees are $26,204."
University of Northern Iowa,regional-universities-midwest,IA,Cedar Falls,50614,midwest,True,public,https://www.usnews.com/dims4/USNEWS/b9be724/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F1d%2F406ca6010061f87ba64d877215cd18%2Fcollege-photo_8034.jpg,11,20,18,94,21712,3.6,N/A,N/A,7742,2.4,860,28854.0,860-1210,20-26,"University of Northern Iowa is a public institution that was founded in 1876. It has a total undergraduate enrollment of 7,742 (fall 2023), its setting is suburban, and the campus size is 916 acres. It utilizes a semester-based academic calendar. University of Northern Iowa's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #11. Its in-state tuition and fees are $9,936; out-of-state tuition and fees are $21,712."
University of North Florida,national-universities,FL,Jacksonville,32224,N/A,True,public,https://www.usnews.com/dims4/USNEWS/b10ceee/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F26%2Ff159e05387fe6448dca0a15167f149%2Fcollege-photo_22035.jpg,231,20,N/A,62,20107,3.6,2.5,N/A,14264,2.4,990,N/A,990-1210,20-26,"University of North Florida is a public institution that was founded in 1972. It has a total undergraduate enrollment of 14,264 (fall 2023), and the campus size is 1,300 acres. It utilizes a semester-based academic calendar. University of North Florida's ranking in the 2025 edition of Best Colleges is National Universities, #231. Its in-state tuition and fees are $6,398; out-of-state tuition and fees are $20,107."
University of North Georgia,regional-universities-south,GA,Dahlonega,30597,south,True,public,https://www.usnews.com/dims4/USNEWS/0d09559/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F67%2F8f23f223a76c5fde07d414c8588f6b%2Fcollege-photo_251.jpg,47,19,30,68,21898,3.5,N/A,N/A,17254,2.1,1020,31492.0,1020-1215,19-25,"University of North Georgia is a public institution that was founded in 1873. It has a total undergraduate enrollment of 17,254 (fall 2023), and the campus size is 630 acres. It utilizes a semester-based academic calendar. University of North Georgia's ranking in the 2025 edition of Best Colleges is Regional Universities South, #47. Its in-state tuition and fees are $6,898; out-of-state tuition and fees are $21,898."
University of North Texas,national-universities,TX,Denton,76203,N/A,True,public,https://www.usnews.com/dims4/USNEWS/c61c6ea/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F7e%2Fc5614ec3307139b6d81f1e82f9e0e4%2FNorth_Hurley_Administration_Building_Aerial-1001.jpg,220,19,N/A,72,23692,N/A,2.1,N/A,33858,2.6,980,N/A,980-1230,19-27,"University of North Texas is a public institution that was founded in 1890. It has a total undergraduate enrollment of 33,858 (fall 2023), its setting is city, and the campus size is 963 acres. It utilizes a semester-based academic calendar. University of North Texas' ranking in the 2025 edition of Best Colleges is National Universities, #220. Its in-state tuition and fees are $11,432; out-of-state tuition and fees are $23,692."
The University of North Texas--Dallas,regional-universities-west,TX,Dallas,75241,west,True,public,https://www.usnews.com/dims4/USNEWS/92f067b/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F01%2F55%2Fa19e80114154ad1db1dda5d643bd%2F210716-submitted.jpg,35,14,1,94,22189,3.3,N/A,N/A,3018,N/A,820,30710.0,820-990,14-21,"The University of North Texas--Dallas is a public institution that was founded in 2010. It has a total undergraduate enrollment of 3,018 (fall 2023), and the campus size is 264 acres. It utilizes a semester-based academic calendar. The University of North Texas--Dallas' ranking in the 2025 edition of Best Colleges is Regional Universities West, #35. Its in-state tuition and fees are $9,590; out-of-state tuition and fees are $22,189."
University of Northwestern Ohio,regional-colleges-midwest,OH,Lima,45805,midwest,True,private,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2576,N/A,N/A,N/A,N/A,N/A,"University of Northwestern Ohio is a private institution.   University of Northwestern Ohio's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #61. "
University of Northwestern--St. Paul,regional-universities-midwest,MN,St. Paul,55113,midwest,True,private,https://www.usnews.com/dims4/USNEWS/c415b97/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F8f%2F632e4ad58bcadb9c13f5eb7d53c1a4%2Fcollege-photo_1645.jpg,35,22,75,92,37920,3.6,2.2,N/A,3173,N/A,981,28023.0,981-1293,22-29,"University of Northwestern--St. Paul is a private institution that was founded in 1902. It has a total undergraduate enrollment of 3,173 (fall 2023), its setting is suburban, and the campus size is 107 acres. It utilizes a semester-based academic calendar. University of Northwestern--St. Paul's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #35. Its tuition and fees are $37,920."
University of Notre Dame,national-universities,IN,Notre Dame,46556,N/A,True,private,https://www.usnews.com/dims4/USNEWS/f2665f2/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F53%2Ffff707d9cd1e8e4d55454e57f6c8b7%2Fcollege-photo_154.jpg,18,33,47,12,65025,N/A,3.4,N/A,8968,4.1,1440,29081.0,1440-1540,33-35,"University of Notre Dame is a private institution that was founded in 1842. It has a total undergraduate enrollment of 8,968 (fall 2023), its setting is suburban, and the campus size is 1,265 acres. It utilizes a semester-based academic calendar. University of Notre Dame's ranking in the 2025 edition of Best Colleges is National Universities, #18. Its tuition and fees are $65,025."
The University of Oklahoma,national-universities,OK,Norman,73019,N/A,True,public,https://www.usnews.com/dims4/USNEWS/8f8878d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F6e%2F8d%2Facd3c7d947b59d0f30982fc53bec%2F7-bizzell-library-summer-ou-flag-lamppost-cropped.png,132,23,14,76,26665,3.6,2.6,N/A,22046,3.4,1140,42166.0,1140-1330,23-29,"The University of Oklahoma is a public institution that was founded in 1890. It has a total undergraduate enrollment of 22,046 (fall 2023), and the campus size is 3,326 acres. It utilizes a semester-based academic calendar. The University of Oklahoma's ranking in the 2025 edition of Best Colleges is National Universities, #132. Its in-state tuition and fees are $9,595; out-of-state tuition and fees are $26,665."
University of Oklahoma Health Sciences Center,special-focus-research,OK,Oklahoma City,73190,N/A,True,public,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,985,N/A,N/A,N/A,N/A,N/A,University of Oklahoma Health Sciences Center is a public institution.    
The University of Olivet,regional-colleges-midwest,MI,Olivet,49076,midwest,True,private,N/A,40,N/A,N/A,85,33076,N/A,N/A,N/A,860,N/A,N/A,N/A,N/A,N/A,"The University of Olivet is a private institution that was founded in 1844. It has a total undergraduate enrollment of 860 (fall 2022), and the campus size is 56 acres.  The University of Olivet's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #40. Its tuition and fees are $33,076."
University of Oregon,national-universities,OR,Eugene,97403,N/A,True,public,https://www.usnews.com/dims4/USNEWS/745e5f3/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa2%2Fbd%2F0c1efd754071a3d7a589d1d2ca5d%2Fuo-fall-credit-universityoforegon.jpg,109,22,11,85,42516,3.8,N/A,N/A,19963,3.4,1130,51712.0,1130-1360,22-30,"University of Oregon is a public institution that was founded in 1876. It has a total undergraduate enrollment of 19,963 (fall 2023), its setting is city, and the campus size is 295 acres. It utilizes a quarter-based academic calendar. University of Oregon's ranking in the 2025 edition of Best Colleges is National Universities, #109. Its in-state tuition and fees are $15,320; out-of-state tuition and fees are $42,516."
University of Pennsylvania,national-universities,PA,Philadelphia,19104,N/A,True,private,https://www.usnews.com/dims4/USNEWS/aa607e5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F7c%2F2357eaa9bde06e03bfb80c920320a0%2Fcollege-photo_27654.jpg,10,34,44,6,68686,3.9,3.7,N/A,9995,4.7,1500,28042.0,1500-1570,34-35,"University of Pennsylvania is a private institution that was founded in 1740. It has a total undergraduate enrollment of 9,995 (fall 2023), its setting is urban, and the campus size is 299 acres. It utilizes a semester-based academic calendar. University of Pennsylvania's ranking in the 2025 edition of Best Colleges is National Universities, #10. Its tuition and fees are $68,686."
University of Pikeville,national-universities,KY,Pikeville,41501,N/A,True,private,https://www.usnews.com/dims4/USNEWS/e9abe1f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fb3%2Fcb78bc3600e381ad46268862b39226%2Fcollege-photo_19178.jpg,-1,17,N/A,81,24850,3.5,N/A,N/A,1532,N/A,800,N/A,800-1160,17-24,"University of Pikeville is a private institution that was founded in 1889. It has a total undergraduate enrollment of 1,532 (fall 2023), and the campus size is 25 acres.  University of Pikeville's ranking in the 2025 edition of Best Colleges is National Universities, #392-434. Its tuition and fees are $24,850."
University of Pittsburgh,national-universities,PA,Pittsburgh,15260,N/A,True,public,https://www.usnews.com/dims4/USNEWS/5c057b9/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fcb%2F27750e68ae1da0cb0935e0a9b92eba%2Fcollege-photo_31411.jpg,70,29,N/A,50,41430,3.9,3.1,N/A,20220,3.5,1270,N/A,1270-1450,29-33,"University of Pittsburgh is a public institution that was founded in 1787. It has a total undergraduate enrollment of 20,220 (fall 2023), its setting is urban, and the campus size is 146 acres. It utilizes a semester-based academic calendar. University of Pittsburgh's ranking in the 2025 edition of Best Colleges is National Universities, #70. Its in-state tuition and fees are $21,926; out-of-state tuition and fees are $41,430."
University of Pittsburgh at Bradford,regional-colleges-north,PA,Bradford,16701,north,True,public,https://www.usnews.com/dims4/USNEWS/6d81c29/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F29%2Fdf%2F12c4649a408bbcb7a4c49eb384f3%2Fhero-image.jpg,20,22,28,93,26644,3.3,N/A,N/A,1002,N/A,1030,27062.0,1030-1260,22-32,"University of Pittsburgh at Bradford is a public institution that was founded in 1963. It has a total undergraduate enrollment of 1,002 (fall 2023), its setting is rural, and the campus size is 491 acres. It utilizes a semester-based academic calendar. University of Pittsburgh at Bradford's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #20. Its in-state tuition and fees are $14,770; out-of-state tuition and fees are $26,644."
University of Pittsburgh at Greensburg,national-liberal-arts-colleges,PA,Greensburg,15601,N/A,True,public,N/A,-1,22,N/A,100,N/A,3.5,N/A,N/A,1317,N/A,1075,N/A,1075-1275,22-28,"University of Pittsburgh at Greensburg is a public institution. It has a total undergraduate enrollment of 1,317 (fall 2023), and the setting is suburban. It utilizes a semester-based academic calendar. University of Pittsburgh at Greensburg's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #187-204. "
